id_publicacion,contenido,n_likes,id_emprendimiento
14,"El pasado fin de semana, EcoHuertas Urbanas celebró su tercer taller de huertos urbanos en Popayán. Más de 40 estudiantes y vecinos aprendieron a cultivar hortalizas y hierbas en pequeños espacios. Gracias a estos esfuerzos, hemos reducido el desperdicio orgánico en un 20% en nuestras comunidades. Únete a nuestro próximo evento el viernes para seguir creciendo juntos. Más info en ecohuertas.com #HuertosUrbanos #CaucaVerde #EcoVida #Sostenibilidad",12,1
15,"EcoHuertas Urbanas no es solo sobre cultivar alimentos, es sobre construir comunidad. En nuestro último taller, familias de Popayán trabajaron juntas para crear un huerto que ahora produce lechugas y tomates para 15 hogares. Este sábado, te invitamos a nuestro evento de siembra y música en vivo. ¡Trae a tus amigos y sembremos un futuro sostenible! Visita ecohuertas.com para inscribirte. #HuertoComunitario #Sostenibilidad #Popayán #EcoHuertas",11,1
16,"En EcoHuertas Urbanas, cada semilla cuenta una historia. Desde que empezamos, hemos plantado más de 500 árboles frutales y hortalizas en Popayán, involucrando a estudiantes y vecinos en la creación de huertos urbanos. Estos espacios promueven la seguridad alimentaria y el cuidado del medio ambiente. Únete a nuestro taller de agricultura sostenible este domingo y aprende a cultivar en casa. ¡Cupo limitado! Más en ecohuertas.com #SembrandoFuturo #HuertosUrbanos #Cauca",10,1
17,"EcoHuertas Urbanas celebró su primer aniversario en Popayán con un evento que reunió a más de 100 personas, incluyendo estudiantes, familias y profesores. Durante el día, plantamos 50 árboles frutales y creamos un nuevo huerto comunitario que beneficiará a 20 hogares. Además, realizamos talleres de compostaje y agricultura urbana, donde los participantes aprendieron a cultivar en espacios pequeños. Gracias al apoyo de la universidad y voluntarios, hemos transformado 3 barrios con huertos sostenibles desde 2024. Este logro nos motiva a seguir creciendo. Únete a nuestro próximo taller el sábado 15 de noviembre para aprender a sembrar y cuidar el planeta. ¡Inscríbete en ecohuertas.com y sé parte de esta revolución verde! Juntos, hacemos de Popayán una ciudad más sostenible. #HuertosUrbanos #Sostenibilidad #CaucaVerde #Comunidad",14,1
18,"En EcoHuertas Urbanas, nuestro impacto va más allá de los huertos. En lo que va de 2025, hemos capacitado a 200 personas en Popayán en técnicas de agricultura urbana, compostaje y reciclaje de residuos orgánicos. Gracias a estos esfuerzos, 7 huertos comunitarios producen ahora alimentos frescos para 50 familias, reduciendo la dependencia de mercados externos y fomentando la seguridad alimentaria. El pasado domingo, organizamos un evento especial con la comunidad, where 60 voluntarios plantaron hortalizas y compartieron experiencias. También lanzamos nuestra nueva guía digital sobre huertos urbanos, disponible gratis en ecohuertas.com. Invitamos a todos a nuestro taller de siembra del 20 de febrero, donde enseñaremos a crear huertos en balcones. ¡Cupo limitado! #EcoHuertas #SembrandoFuturo #Sostenibilidad #Popayán",13,1
19,"El proyecto EcoHuertas Urbanas sigue creciendo en Popayán. En nuestro último evento, realizado el 10 de marzo, 80 voluntarios, incluyendo estudiantes de la universidad, trabajaron juntos para establecer un huerto urbano en un barrio vulnerable. Este espacio, que incluye 100 plantas de hortalizas y hierbas, no solo proveerá alimentos frescos, sino que servirá como un centro de aprendizaje para la comunidad. Durante el evento, ofrecimos talleres gratuitos sobre compostaje y riego sostenible, y compartimos un almuerzo con productos de nuestros huertos. Desde nuestro inicio, hemos reducido el desperdicio orgánico en un 25% en las zonas donde operamos. Agradecemos a todos los que hacen esto posible. Únete a nuestro próximo taller el 15 de abril y descubre cómo cultivar en casa. Visita ecohuertas.com para más información. #HuertosUrbanos #CaucaVerde #Sostenibilidad #Comunidad",15,1
20,¡Recicla con nosotros! Trae tus envases este sábado a nuestro punto de recolección. #ReciclaAndo #Sostenibilidad,7,2
21,"¡Separa, recicla, transforma! Únete a Recicla Ando este viernes en Popayán. #Reciclaje #CaucaVerde",6,2
22,Haz la diferencia! Punto de reciclaje este domingo. ¡Ven y participa! #ReciclaAndo #MedioAmbiente,5,2
23,¡Reciclaje en acción! Lleva tu plástico y papel este sábado. #ReciclaAndo #Sostenibilidad,8,2
24,Cuidemos el planeta juntos. Únete a nuestro evento de reciclaje este viernes! #ReciclaAndo #Cauca,6,2
25,¡Popayán recicla! Punto de recolección este domingo. Trae tus residuos. #ReciclaAndo #Verde,5,2
26,Recicla Ando te invita: taller de reciclaje creativo este sábado! #Sostenibilidad #Reciclaje,7,2
27,"En Recicla Ando transformamos residuos en oportunidades. Este sábado, únete a nuestro punto de recolección en Popayán y aprende a separar correctamente tus envases. ¡Juntos reducimos la basura y cuidamos el planeta! #ReciclaAndo #Sostenibilidad #CaucaVerde #Reciclaje",10,2
28,"¿Sabías que reciclar reduce la contaminación? En Recicla Ando organizamos puntos de recolección cada semana. Ven este viernes con tus plásticos y cartones, y sé parte del cambio. ¡Popayán más verde! #ReciclaAndo #MedioAmbiente #Sostenibilidad",9,2
29,Recicla Ando promueve un futuro sostenible. Participa en nuestro taller de reciclaje creativo este domingo y descubre cómo dar nueva vida a tus residuos. ¡Trae tu entusiasmo! #ReciclaAndo #CaucaVerde #Reciclaje #Sostenibilidad,11,2
30,"Con Recicla Ando, cada envase cuenta. Este sábado, ven a nuestro evento en Popayán y aprende a reciclar correctamente. ¡Juntos hacemos la diferencia! #ReciclaAndo #Sostenibilidad #MedioAmbiente #Cauca",10,2
31,"En Recicla Ando, nuestro objetivo es reducir los residuos en Popayán. Este mes, recolectamos 200 kg de plástico y papel gracias a 50 voluntarios que se unieron a nuestros puntos de recolección. Estos materiales ahora serán reutilizados, evitando la contaminación. Únete a nuestro próximo evento este sábado y aprende a reciclar correctamente. ¡Tu acción cuenta! #ReciclaAndo #Sostenibilidad #CaucaVerde #Reciclaje",14,2
32,"Recicla Ando está transformando Popayán. Desde 2024, hemos recolectado más de 500 kg de residuos reciclables, involucrando a estudiantes y comunidades. Nuestros talleres enseñan a separar y reutilizar materiales, promoviendo un estilo de vida sostenible. Ven a nuestro punto de recolección este domingo y sé parte del cambio. #ReciclaAndo #MedioAmbiente #Sostenibilidad #Popayán",13,2
33,"El pasado fin de semana, Recicla Ando organizó un taller de reciclaje creativo en Popayán, donde 30 participantes convirtieron botellas plásticas en macetas. Este tipo de acciones no solo reduce residuos, sino que fomenta la creatividad. Únete a nuestro próximo evento el viernes para seguir aprendiendo. ¡Trae tus envases! #ReciclaAndo #CaucaVerde #Reciclaje #Sostenibilidad",15,2
34,"Recicla Ando une a la comunidad para cuidar el planeta. En nuestro último punto de recolección, 40 voluntarios recolectaron 150 kg de cartón y plástico, que ahora serán reciclados. Este sábado, te invitamos a nuestro taller de separación de residuos en Popayán. ¡Ven y haz la diferencia! #ReciclaAndo #Sostenibilidad #MedioAmbiente #Cauca",14,2
35,"Con Recicla Ando, cada pequeño esfuerzo cuenta. Nuestros puntos de recolección en Popayán han movilizado a más de 100 personas este año, recolectando materiales que evitan la contaminación de ríos y suelos. Únete a nuestro evento de reciclaje este domingo y descubre cómo reciclar puede cambiar el futuro. #ReciclaAndo #CaucaVerde #Sostenibilidad #Reciclaje",13,2
36,"Recicla Ando celebró el Día Mundial del Reciclaje en Popayán con un evento que reunió a más de 120 personas, incluyendo estudiantes y vecinos. Durante el día, recolectamos 300 kg de plástico, vidrio y cartón, que serán procesados para evitar la contaminación. También realizamos un taller de reciclaje creativo, donde los participantes transformaron residuos en objetos útiles. Gracias al apoyo de la universidad, hemos establecido 5 puntos de recolección permanentes en la ciudad desde 2024. Este logro refleja el compromiso de nuestra comunidad con la sostenibilidad. Únete a nuestro próximo taller el sábado 10 de diciembre para aprender a reducir tu huella ambiental. ¡Inscríbete en nuestro perfil de Instagram! Juntos, hacemos de Popayán un lugar más limpio. #ReciclaAndo #Sostenibilidad #CaucaVerde #Reciclaje",18,2
37,"En Recicla Ando, nuestro impacto crece cada día. En 2025, hemos recolectado más de 800 kg of materiales reciclables en Popayán, gracias a la participación de 200 voluntarios. Estos esfuerzos han evitado que toneladas de residuos terminen en vertederos, protegiendo nuestros ríos y suelos. El pasado domingo, organizamos un evento especial donde 50 personas aprendieron a separar correctamente sus residuos y crearon artesanías con plástico reciclado. También lanzamos una campaña en TikTok para enseñar a los jóvenes sobre reciclaje. Invitamos a todos a nuestro próximo punto de recolección el 15 de marzo, donde seguiremos construyendo un futuro sostenible. ¡Trae tus envases! #ReciclaAndo #MedioAmbiente #Sostenibilidad #Popayán",17,2
38,"Recicla Ando sigue marcando la diferencia en Popayán. En nuestro último evento, el 5 de abril, 90 voluntarios recolectaron 250 kg de residuos reciclables en un barrio local. Este material será transformado en nuevos productos, reduciendo la contaminación. Durante el evento, ofrecimos talleres gratuitos sobre reciclaje y compostaje, y compartimos un espacio de diálogo sobre la importancia de la economía circular. Desde que empezamos, hemos sensibilizado a más de 300 personas sobre la necesidad de reciclar. Agradecemos a la comunidad universitaria por su apoyo. Únete a nuestro próximo taller el 20 de abril y aprende a reciclar de forma creativa. Sigue nuestras redes en Instagram y TikTok para más detalles. #ReciclaAndo #CaucaVerde #Sostenibilidad #Reciclaje",19,2
39,¡Siente el sabor de la tradición! Prueba nuestras recetas este sábado. #SaboresAncestrales #CocinaTradicional,3,3
40,Cocina con historia! Únete a nuestro taller de recetas tradicionales este viernes. #SaboresAncestrales #Cauca,2,3
41,¡Sabores de antaño! Ven a nuestro evento culinario este domingo en Popayán. #CocinaTradicional #Popayán,2,3
42,Rescatamos la cocina de nuestros abuelos. Taller este sábado! #SaboresAncestrales #Tradición,3,3
43,¡Del campo a tu mesa! Descubre recetas tradicionales este viernes. #SaboresAncestrales #CaucaVerde,3,3
44,Cocina con amor y tradición. Únete a nuestro taller este domingo! #SaboresAncestrales #Popayán,2,3
45,¡Vive la cocina caucana! Taller de sabores este sábado. #SaboresAncestrales #CocinaTradicional,3,3
46,"Sabores Ancestrales rescata la cocina tradicional de Cauca. Este sábado, únete a nuestro taller en Popayán y aprende recetas de nuestros abuelos. ¡Siente la tradición en cada bocado! #SaboresAncestrales #CocinaTradicional #Cauca #Popayán",4,3
47,¿Conoces los secretos de la cocina caucana? En Sabores Ancestrales te enseñamos recetas tradicionales. Ven a nuestro evento este viernes y descubre el sabor de la historia. ¡Inscríbete ya! #SaboresAncestrales #Tradición #CaucaVerde,4,3
48,Nuestros talleres de cocina tradicional conectan generaciones. Participa este domingo en Popayán y aprende a preparar platos típicos con ingredientes locales. ¡Saborea Cauca! #SaboresAncestrales #CocinaTradicional #Popayán,5,3
49,"Sabores Ancestrales trae la cocina de antaño a Popayán. Este sábado, ven a nuestro taller y descubre recetas que cuentan historias. ¡Cupo limitado! #SaboresAncestrales #Cauca #CocinaTradicional",4,3
50,"En Sabores Ancestrales, preservamos la cocina tradicional de Cauca. Este mes, 25 personas se unieron a nuestro taller en Popayán, aprendiendo a preparar sopa de maíz y tamales. Estos platos conectan nuestra historia con el presente. Únete a nuestro próximo evento este sábado y descubre el sabor de la tradición. ¡Inscríbete en nuestro Instagram! #SaboresAncestrales #CocinaTradicional #Cauca #Popayán",6,3
51,"Sabores Ancestrales revive la cocina de nuestros abuelos. Desde 2024, hemos enseñado a 100 personas en Popayán a preparar recetas caucanas como el sancocho y el champús. Nuestros talleres usan ingredientes locales, apoyando a pequeños productores. Ven a nuestro evento este domingo y saborea la tradición. #SaboresAncestrales #CaucaVerde #CocinaTradicional",6,3
52,"El pasado fin de semana, Sabores Ancestrales organizó un taller en Popayán donde 20 participantes cocinaron platos tradicionales como el mote de queso. Estas recetas no solo alimentan, sino que cuentan la historia de Cauca. Únete a nuestro próximo taller el viernes y aprende con nosotros. #SaboresAncestrales #CocinaTradicional #Popayán",7,3
53,"Sabores Ancestrales une a la comunidad a través de la cocina. En nuestro último taller, familias de Popayán aprendieron a preparar dulces tradicionales con técnicas de antaño. Este sábado, te invitamos a nuestro evento culinario en Popayán. ¡Ven y cocina con nosotros! #SaboresAncestrales #Cauca #Tradición",6,3
54,"Con Sabores Ancestrales, cada receta es una historia. Nuestros talleres en Popayán han reunido a más de 80 personas este año, rescatando platos caucanos olvidados. Únete a nuestro evento este domingo y aprende a cocinar con ingredientes locales. ¡Saborea la tradición! #SaboresAncestrales #CocinaTradicional #CaucaVerde",7,3
55,"Sabores Ancestrales celebró el Festival de Cocina Tradicional en Popayán, un evento que reunió a 90 personas, incluyendo estudiantes y familias. Durante el día, compartimos recetas caucanas como el sancocho de gallina y el champús, preparados con ingredientes de productores locales. También realizamos un taller donde los participantes aprendieron técnicas de cocina de antaño. Desde 2024, hemos rescatado 15 recetas tradicionales, conectando a la comunidad con su herencia culinaria. Gracias al apoyo de la universidad, seguimos creciendo. Únete a nuestro próximo taller el sábado 10 de noviembre y descubre el sabor de Cauca. ¡Sigue nuestro TikTok para más detalles! #SaboresAncestrales #CocinaTradicional #Cauca #Popayán",8,3
56,"En Sabores Ancestrales, nuestro compromiso es preservar la cocina caucana. En 2025, hemos capacitado a 150 personas en Popayán, enseñando recetas tradicionales como la sopa de maíz y los tamales de pipián. Nuestros talleres no solo rescatan sabores, sino que apoyan a agricultores locales al usar sus productos. El pasado domingo, organizamos un evento donde 40 participantes cocinaron platos típicos y compartieron historias de sus familias. También lanzamos un recetario digital en TikTok. Invitamos a todos a nuestro taller del 15 de febrero para aprender más sobre la cocina de Cauca. ¡Cupo limitado! #SaboresAncestrales #CaucaVerde #CocinaTradicional #Popayán",8,3
57,"Sabores Ancestrales sigue uniendo a Popayán a través de la cocina. En nuestro último evento, el 5 de marzo, 70 personas participaron en un taller donde preparamos dulces tradicionales y sancocho caucano. Este espacio no solo rescata recetas, sino que fortalece lazos comunitarios. Desde que empezamos, hemos involucrado a más de 200 personas en la preservación de nuestra herencia culinaria. Agradecemos a la universidad por su apoyo. Únete a nuestro próximo taller el 20 de abril y aprende a cocinar con el corazón de Cauca. Sigue nuestro Instagram y TikTok para más información. #SaboresAncestrales #CocinaTradicional #Cauca #Tradición",9,3
58,¡Teje con nosotros! Descubre los tejidos tradicionales este sábado. #TejiendoSueños #Artesanías,2,4
59,Artesanías con historia. Únete a nuestro taller de tejido este viernes! #TejiendoSueños #Cauca,2,4
60,¡Hilos de tradición! Ven a nuestro evento de tejidos este domingo. #TejiendoSueños #Popayán,1,4
61,Tejiendo Sueños rescata la cultura caucana. Taller este sábado! #Artesanías #Tradición,3,4
62,¡Tejidos únicos! Aprende con nosotros este viernes en Popayán. #TejiendoSueños #CaucaVerde,2,4
63,Crea con tus manos. Taller de tejido tradicional este domingo! #TejiendoSueños #Artesanías,2,4
64,¡Vive la cultura caucana! Únete a nuestro taller de tejidos este sábado. #TejiendoSueños,3,4
65,"Tejiendo Sueños rescata la identidad cultural de Cauca a través de artesanías. Este sábado, únete a nuestro taller en Popayán y aprende técnicas tradicionales de tejido. ¡Crea piezas únicas! #TejiendoSueños #Artesanías #Cauca #Popayán",4,4
66,¿Conoces el arte de los tejidos caucanos? En Tejiendo Sueños te enseñamos a crear con hilos y tradición. Ven a nuestro taller este viernes y descubre nuestra cultura. ¡Inscríbete ya! #TejiendoSueños #Tradición #CaucaVerde,3,4
67,Nuestros talleres de tejido conectan la historia con el presente. Participa este domingo en Popayán y aprende a tejer con técnicas ancestrales. ¡Vive la tradición! #TejiendoSueños #Artesanías #Popayán,4,4
68,"Tejiendo Sueños lleva la cultura caucana a tus manos. Este sábado, ven a nuestro taller en Popayán y crea artesanías con identidad. ¡Cupo limitado! #TejiendoSueños #Cauca #Artesanías",3,4
69,"En Tejiendo Sueños, preservamos la identidad cultural de Cauca. Este mes, 20 personas se unieron a nuestro taller en Popayán, aprendiendo a tejer mochilas y bufandas con técnicas tradicionales. Cada hilo cuenta una historia. Únete a nuestro próximo evento este sábado y crea con nosotros. ¡Inscríbete en nuestro Instagram! #TejiendoSueños #Artesanías #Cauca #Popayán",5,4
70,"Tejiendo Sueños revive las técnicas artesanales de Cauca. Desde 2024, hemos capacitado a 80 personas en Popayán, enseñando a tejer con diseños tradicionales. Nuestros talleres apoyan a artesanos locales. Ven a nuestro evento este domingo y descubre el arte del tejido. #TejiendoSueños #CaucaVerde #Artesanías",5,4
71,"El pasado fin de semana, Tejiendo Sueños organizó un taller en Popayán donde 15 participantes crearon tejidos inspirados en la cultura caucana. Estas artesanías preservan nuestra historia. Únete a nuestro próximo taller el viernes y aprende con nosotros. #TejiendoSueños #Artesanías #Popayán",6,4
72,"Tejiendo Sueños une a la comunidad a través del arte. En nuestro último taller, artesanos de Popayán compartieron técnicas tradicionales con 25 estudiantes. Este sábado, te invitamos a nuestro evento de tejido en Popayán. ¡Crea algo único! #TejiendoSueños #Cauca #Tradición",5,4
73,"Con Tejiendo Sueños, cada tejido es un pedazo de historia. Nuestros talleres en Popayán han reunido a más de 60 personas este año, rescatando técnicas caucanas olvidadas. Únete a nuestro evento este domingo y aprende a tejer con identidad. #TejiendoSueños #Artesanías #CaucaVerde",6,4
74,"Tejiendo Sueños celebró el Día de la Artesanía en Popayán con un evento que reunió a 70 personas, incluyendo estudiantes y artesanos. Durante el día, compartimos técnicas tradicionales de tejido, creando mochilas y tapetes con diseños caucanos. También realizamos un taller donde los participantes aprendieron el significado cultural de cada patrón. Desde 2024, hemos preservado 10 técnicas artesanales, conectando a la comunidad con su herencia. Gracias al apoyo de la universidad, seguimos creciendo. Únete a nuestro próximo taller el sábado 15 de noviembre y descubre el arte de tejer. ¡Sigue nuestro Instagram para más detalles! #TejiendoSueños #Artesanías #Cauca #Popayán",7,4
75,"En Tejiendo Sueños, nuestro compromiso es preservar la artesanía caucana. En 2025, hemos capacitado a 120 personas en Popayán, enseñando técnicas de tejido tradicional como la caña flecha y el telar. Nuestros talleres no solo rescatan saberes, sino que apoyan a artesanos locales. El pasado domingo, organizamos un evento donde 30 participantes crearon tejidos únicos y compartieron historias culturales. También lanzamos un video en Instagram sobre nuestra labor. Invitamos a todos a nuestro taller del 20 de febrero para aprender más sobre el arte caucano. ¡Cupo limitado! #TejiendoSueños #CaucaVerde #Artesanías #Popayán",7,4
76,"Tejiendo Sueños sigue uniendo a Popayán a través del arte. En nuestro último evento, el 10 de marzo, 50 personas participaron en un taller donde creamos bufandas y bolsos con técnicas tradicionales. Este espacio no solo rescata saberes, sino que fortalece lazos comunitarios. Desde que empezamos, hemos involucrado a más de 150 personas en la preservación de nuestra herencia artesanal. Agradecemos a la universidad por su apoyo. Únete a nuestro próximo taller el 15 de abril y aprende a tejer con el corazón de Cauca. Sigue nuestro Instagram y Facebook para más información. #TejiendoSueños #Artesanías #Cauca #Tradición",7,4
77,¡Lee y viaja! Únete a Libros Viajeros este sábado con cuentos para niños. #LibrosViajeros #Lectura,4,5
78,Cuentos en movimiento! Visita nuestra biblioteca móvil este viernes. #LibrosViajeros #Popayán,3,5
79,¡Historias para niños! Ven a Libros Viajeros este domingo en Popayán. #Lectura #Cauca,3,5
80,Libros Viajeros lleva cuentos a los niños. Taller este sábado! #LibrosViajeros #Educación,4,5
81,¡Aventura con libros! Nuestra biblioteca móvil estará este viernes. #LibrosViajeros #CaucaVerde,5,5
82,Lee con nosotros. Únete a Libros Viajeros este domingo! #LibrosViajeros #LecturaInfantil,3,5
83,¡Cuentos en Popayán! Visita nuestra biblioteca móvil este sábado. #LibrosViajeros #Cauca,4,5
84,"Libros Viajeros lleva la magia de la lectura a los niños de Popayán. Este sábado, únete a nuestra biblioteca móvil y disfruta de cuentos y talleres. ¡Fomentemos el amor por los libros! #LibrosViajeros #LecturaInfantil #Cauca #Popayán",6,5
85,¿Sabías que leer estimula la imaginación? En Libros Viajeros traemos bibliotecas móviles a los niños. Ven a nuestro evento este viernes y descubre historias increíbles. ¡Inscríbete ya! #LibrosViajeros #Educación #CaucaVerde,5,5
86,Nuestras bibliotecas móviles llevan cuentos a los niños de Popayán. Participa este domingo en nuestro taller de lectura y creatividad. ¡Haz que los libros viajen! #LibrosViajeros #Lectura #Popayán,6,5
87,"Libros Viajeros promueve la lectura en los más pequeños. Este sábado, ven a nuestra biblioteca móvil en Popayán y comparte historias con nosotros. ¡Cupo limitado! #LibrosViajeros #Cauca #Educación",5,5
88,"En Libros Viajeros, acercamos la lectura a los niños de Popayán. Este mes, nuestra biblioteca móvil visitó 3 barrios, compartiendo cuentos con 50 pequeños. Cada historia despierta su imaginación. Únete a nuestro próximo evento este sábado y lee con nosotros. ¡Inscríbete en nuestro Instagram! #LibrosViajeros #LecturaInfantil #Cauca #Popayán",8,5
89,"Libros Viajeros lleva bibliotecas móviles a los niños desde 2024. Hemos compartido más de 200 libros en Popayán, fomentando el amor por la lectura. Nuestros talleres incluyen cuentacuentos y manualidades. Ven a nuestro evento este domingo y descubre la magia de los libros. #LibrosViajeros #CaucaVerde #Educación",7,5
90,"El pasado fin de semana, Libros Viajeros organizó un taller de cuentacuentos en Popayán, donde 30 niños disfrutaron de historias y crearon sus propios relatos. Estas actividades fortalecen su creatividad. Únete a nuestro próximo evento el viernes y lee con nosotros. #LibrosViajeros #Lectura #Popayán",8,5
91,"Libros Viajeros une a la comunidad a través de la lectura. En nuestro último taller, familias de Popayán compartieron cuentos y juegos con 25 niños. Este sábado, te invitamos a nuestra biblioteca móvil en Popayán. ¡Ven y vive la magia de los libros! #LibrosViajeros #Cauca #Educación",7,5
92,"Con Libros Viajeros, cada libro es una aventura. Nuestras bibliotecas móviles han llegado a más de 100 niños en Popayán este año, llevando historias que inspiran. Únete a nuestro evento este domingo y fomenta la lectura en los más pequeños. #LibrosViajeros #LecturaInfantil #CaucaVerde",8,5
93,"Libros Viajeros celebró el Día del Niño en Popayán con un evento que reunió a 80 personas, incluyendo familias y estudiantes. Durante el día, nuestra biblioteca móvil compartió 50 libros y realizamos un taller de cuentacuentos donde los niños crearon sus propias historias. Desde 2024, hemos visitado 10 barrios, llevando lectura a más de 300 pequeños. Gracias al apoyo de la universidad, seguimos inspirando a través de los libros. Únete a nuestro próximo taller el sábado 15 de noviembre y descubre la magia de la lectura. ¡Sigue nuestro TikTok para más detalles! #LibrosViajeros #LecturaInfantil #Cauca #Popayán",11,5
94,"En Libros Viajeros, nuestro sueño es que cada niño tenga un libro. En 2025, hemos llevado nuestras bibliotecas móviles a 200 niños en Popayán, compartiendo cuentos y talleres de creatividad. El pasado domingo, organizamos un evento donde 40 pequeños disfrutaron de historias y manualidades. También lanzamos un desafío en TikTok para que los niños compartan sus cuentos favoritos. Invitamos a todos a nuestro taller del 20 de febrero, donde seguiremos fomentando la lectura. ¡Cupo limitado! #LibrosViajeros #CaucaVerde #LecturaInfantil #Popayán",10,5
95,"Libros Viajeros sigue creciendo en Popayán. En nuestro último evento, el 10 de marzo, 60 niños participaron en un taller de cuentacuentos y juegos literarios. Nuestra biblioteca móvil no solo lleva libros, sino que crea momentos inolvidables. Desde que empezamos, hemos compartido más de 400 historias, fortaleciendo la imaginación de los pequeños. Agradecemos a la universidad por su apoyo. Únete a nuestro próximo taller el 15 de abril y ayuda a que los libros viajen. Sigue nuestro Instagram y TikTok para más información. #LibrosViajeros #Lectura #Cauca #Educación",11,5
96,¡Vive el Cauca! Únete a nuestras rutas turísticas este sábado. #TurismoVivencial #Cauca,7,6
97,Descubre comunidades con Turismo Vivencial este viernes! #TurismoComunitario #Popayán,6,6
98,¡Aventura única! Explora nuestras rutas este domingo. #TurismoVivencial #CaucaVerde,5,6
99,Turismo Vivencial te lleva al corazón de Cauca. Tour este sábado! #Turismo #Cauca,8,6
100,¡Conoce la cultura caucana! Ruta vivencial este viernes. #TurismoVivencial #Popayán,6,6
101,Vive experiencias auténticas. Únete a nuestro tour este domingo! #TurismoVivencial,5,6
102,¡Explora con nosotros! Turismo comunitario este sábado. #TurismoVivencial #Cauca,7,6
103,"Turismo Vivencial te invita a descubrir la riqueza cultural de Cauca. Este sábado, únete a nuestra ruta en Popayán y vive experiencias únicas con comunidades locales. ¡Reserva tu cupo! Visita turismovivencial.com #TurismoVivencial #Cauca #TurismoComunitario",11,6
104,¿Listo para una aventura auténtica? En Turismo Vivencial exploramos la cultura caucana. Ven a nuestra ruta este viernes y conoce historias de comunidades. ¡Inscríbete ya! #TurismoVivencial #CaucaVerde #Popayán,10,6
105,"Nuestras rutas turísticas conectan viajeros con comunidades. Este domingo, participa en Popayán y descubre tradiciones únicas. ¡Vive el Cauca de verdad! Visita turismovivencial.com #TurismoVivencial #Turismo #Cauca",12,6
106,"Turismo Vivencial ofrece experiencias únicas. Este sábado, ven a nuestra ruta en Popayán y comparte con comunidades locales. ¡Cupo limitado! #TurismoVivencial #Cauca #TurismoComunitario",11,6
107,"En Turismo Vivencial, cada ruta es una historia. Este mes, 40 viajeros se unieron a nuestra experiencia en Popayán, compartiendo con comunidades que preservan tradiciones caucanas. Desde gastronomía hasta danzas, cada momento es único. Únete a nuestro próximo tour este sábado y vive el Cauca. ¡Reserva en turismovivencial.com! #TurismoVivencial #Cauca #TurismoComunitario #Popayán",15,6
108,"Turismo Vivencial lleva la cultura caucana al mundo. Desde 2024, hemos conectado a 200 viajeros con comunidades en Popayán, ofreciendo experiencias auténticas como talleres de artesanías y gastronomía local. Ven a nuestra ruta este domingo y descubre el corazón de Cauca. #TurismoVivencial #CaucaVerde #Turismo",14,6
