id_comentario,comentario,id_publicacion
68,¡Qué bacano! Me inscribo al taller de compostaje. 🌿 #EcoHuertas,13
69,¿Dónde es el taller en Popayán? ¿Necesito llevar algo? #SembrandoFuturo,13
70,"Buen proyecto, pero la web para inscribirse carga muy lento. 😕 #Sostenibilidad",13
71,"Me encanta el impacto de los huertos, pero ojalá enseñen cómo compostar en espacios pequeños como apartamentos. 😊 #Popayán",13
72,"¡Qué nota! @CarlosLopez, vente al taller este domingo. 🙌 #EcoHuertas",13
73,"Increíble lo que han logrado, definitivamente voy a aprender a compostar. 🌱 #SembrandoFuturo",13
74,"El proyecto es genial, pero deberían mejorar la organización para evitar filas largas en los talleres. 😔 #Sostenibilidad",13
75,¡Qué chimba! Me apunto al evento del viernes. 🌱 #HuertosUrbanos,14
76,¿Dónde será el taller en Popayán? ¿Hay cupos disponibles? #CaucaVerde,14
77,"Gran iniciativa, pero la página web para inscribirse es confusa. 😕 #EcoVida",14
78,"Me encanta el impacto de estos talleres, pero deberían incluir más técnicas para cultivar en balcones pequeños. 😊 #Sostenibilidad",14
79,"¡Qué bacano! @AnaGomez, ven al taller conmigo este viernes. 🙌 #HuertosUrbanos",14
80,"Súper inspirador lo que hacen, voy a unirme para aprender a cultivar. 🌿 #CaucaVerde",14
81,"El proyecto es increíble, pero ojalá mejoren la logística para evitar esperas largas en los eventos. 😔 #EcoVida",14
82,¡Qué bacano! Voy al evento de siembra este sábado. 🌱 #HuertoComunitario,15
83,¿Dónde es el evento en Popayán? ¿Hay que inscribirse antes? #EcoHuertas,15
84,"Buen proyecto, pero la web para registrarse carga muy lento. 😕 #Sostenibilidad",15
85,"Me encanta la idea de comunidad y huertos, pero ojalá den más tips para principiantes sin experiencia. 😊 #Popayán",15
86,"¡Qué nota! @SofiaRios, vente conmigo al taller con música. 🙌 #HuertoComunitario",15
87,"Increíble lo que logran, me uno para cultivar y compartir con la comunidad. 🌿 #EcoHuertas",15
88,"El evento suena súper, pero deberían aclarar el horario exacto para planear mejor. 😔 #Sostenibilidad",15
89,¡Qué chimba! Me inscribo al taller este domingo. 🌱 #SembrandoFuturo,16
90,¿Dónde queda el taller en Popayán? ¿Qué hay que llevar? #HuertosUrbanos,16
91,"Gran idea, pero la página web para inscribirse es lenta. 😕 #Cauca",16
92,"Me encanta el impacto de los huertos, pero ojalá enseñen técnicas para cultivar en espacios pequeños como apartamentos. 😊 #SembrandoFuturo",16
93,"¡Qué bacano! @JuanLopez, ven al taller de agricultura con nosotros. 🙌 #HuertosUrbanos",16
94,"Súper inspirador lo que hacen, voy a aprender a sembrar en casa. 🌿 #Cauca",16
95,"El proyecto es increíble, pero deberían mejorar la logística para evitar filas en los talleres. 😔 #SembrandoFuturo",16
96,¡Qué bacano! Me apunto al taller del 15 de noviembre. 🌱 #HuertosUrbanos,17
97,¿Dónde será el taller en Popayán? ¿Hay cupos disponibles? #CaucaVerde,17
98,"Increíble evento, pero la web para inscribirse carga muy lento. 😕 #Sostenibilidad",17
99,"Me encanta el impacto de EcoHuertas, pero ojalá incluyan más tips para principiantes en los talleres de agricultura urbana. 😊 #Comunidad",17
100,"¡Qué nota! @MariaLopez, ven conmigo al taller de siembra. 🙌 #HuertosUrbanos",17
101,"Súper inspirador lo que lograron, voy a unirme para seguir sembrando. 🌿 #CaucaVerde",17
102,"El proyecto es genial, pero deberían mejorar la organización para evitar esperas largas en los eventos. 😔 #Sostenibilidad",17
103,¡Qué chimba! Ya me inscribí para el taller del 20. 🌱 #EcoHuertas,18
104,¿Dónde es el taller en Popayán? ¿Qué necesito llevar? #SembrandoFuturo,18
105,"Buen proyecto, pero la guía digital no se descarga bien. 😕 #Sostenibilidad",18
106,"Me encanta el impacto de los huertos, pero ojalá den más técnicas para balcones pequeños en el taller. 😊 #Popayán",18
107,"¡Qué bacano! @SofiaRios, vente al taller de siembra con nosotros. 🙌 #EcoHuertas",18
108,"Increíble lo que han logrado, voy a aprender a cultivar en mi apartamento. 🌿 #SembrandoFuturo",18
109,"El proyecto es súper valioso, pero deberían mejorar la logística para evitar filas largas en los talleres. 😔 #Sostenibilidad",18
110,¡Qué bacano! Me inscribo al taller del 15 de abril. 🌱 #HuertosUrbanos,19
111,¿Dónde será el taller en Popayán? ¿Hay cupos? #CaucaVerde,19
112,"Gran iniciativa, pero el sitio web es lento para registrarse. 😕 #Sostenibilidad",19
113,"Me encanta el impacto en la comunidad, pero ojalá enseñen más sobre compostaje para principiantes en el taller. 😊 #Comunidad",19
114,"¡Qué nota! @JuanLopez, vente al taller conmigo este sábado. 🙌 #HuertosUrbanos",19
115,"Súper inspirador, voy a unirme para aprender a sembrar en casa. 🌿 #CaucaVerde",19
116,"El proyecto es increíble, pero deberían mejorar la organización para evitar filas largas en los eventos. 😔 #Sostenibilidad",19
117,¡Qué bacano! Llevaré mis envases este sábado. ♻️ #ReciclaAndo,20
118,¿Dónde es el punto de recolección en Popayán? #Sostenibilidad,20
119,"Buena idea, pero deberían especificar qué tipos de envases aceptan. 😕 #ReciclaAndo",20
120,"Me encanta el proyecto de reciclaje, pero ojalá indiquen el horario exacto del evento. 😊 #Sostenibilidad",20
121,"¡Qué chimba! @MariaRios, ven conmigo a reciclar este sábado. 🙌 #ReciclaAndo",20
122,"Súper iniciativa para el planeta, voy a participar. 🌍 #Sostenibilidad",20
123,"El evento suena genial, pero sería mejor si organizaran más puntos de recolección. 😔 #ReciclaAndo",20
124,¡Qué bacano! Estaré ahí reciclando este viernes. ♻️ #Reciclaje,21
125,¿En qué punto de Popayán es la recolección? #CaucaVerde,21
126,"Buena iniciativa, pero deberían aclarar qué materiales aceptan. 😕 #Reciclaje",21
127,"Me encanta el proyecto de reciclaje, pero ojalá indiquen horarios más precisos para organizarnos mejor. 😊 #CaucaVerde",21
128,"¡Qué nota! @JuanLopez, ven a reciclar conmigo este viernes. 🙌 #Reciclaje",21
129,"Súper idea para cuidar el planeta, voy a participar. 🌍 #CaucaVerde",21
130,¡Qué chimba! Llevaré mis reciclables este domingo. ♻️ #ReciclaAndo,22
131,¿Dónde queda el punto de reciclaje en Popayán? #MedioAmbiente,22
132,"Buen plan, pero falta info sobre qué se puede llevar. 😕 #ReciclaAndo",22
133,"Me gusta la idea, pero ojalá expliquen mejor los horarios y materiales aceptados. 😊 #MedioAmbiente",22
134,"¡Qué bacano! @SofiaRios, vente a reciclar conmigo. 🙌 #ReciclaAndo",22
135,¡Qué bacano! Llevaré mi reciclaje este sábado. ♻️ #ReciclaAndo,23
136,¿En qué lugar de Popayán es la recolección? #Sostenibilidad,23
137,"Buena idea, pero deberían detallar qué plásticos aceptan. 😕 #ReciclaAndo",23
138,"Me encanta promover el reciclaje, pero ojalá indiquen el horario exacto para planear mejor. 😊 #Sostenibilidad",23
139,"¡Qué nota! @CarlosPerez, ven a reciclar conmigo este sábado. 🙌 #ReciclaAndo",23
140,"Súper iniciativa, voy a participar para cuidar el planeta. 🌍 #Sostenibilidad",23
141,"El proyecto es genial, pero sería mejor con más puntos de recolección en la ciudad. 😔 #ReciclaAndo",23
142,¡Qué chimba! Estaré reciclando este viernes. ♻️ #ReciclaAndo,24
143,¿Dónde es el evento de reciclaje en Popayán? #Cauca,24
144,"Buen proyecto, pero falta info sobre qué materiales aceptan. 😕 #ReciclaAndo",24
145,"Me gusta la idea de reciclar, pero ojalá den más detalles del horario y lugar. 😊 #Cauca",24
146,"¡Qué bacano! @MariaLopez, vente a reciclar conmigo. 🙌 #ReciclaAndo",24
147,"Súper iniciativa para el medio ambiente, voy a participar. 🌍 #Cauca",24
148,¡Qué bacano! Llevaré mis residuos este domingo. ♻️ #ReciclaAndo,25
149,¿Dónde queda el punto de recolección en Popayán? #Verde,25
150,"Buena idea, pero deberían aclarar qué residuos aceptan. 😕 #ReciclaAndo",25
151,"Me encanta el reciclaje, pero ojalá indiquen el horario exacto del evento. 😊 #Verde",25
152,"¡Qué nota! @SofiaRios, ven a reciclar conmigo. 🙌 #ReciclaAndo",25
153,¡Qué chimba! Me apunto al taller creativo este sábado. ♻️ #Reciclaje,26
154,¿Dónde será el taller en Popayán? ¿Es gratis? #Sostenibilidad,26
155,"Buen plan, pero falta info sobre los materiales necesarios. 😕 #Reciclaje",26
156,"Me encanta la idea de reciclaje creativo, pero ojalá expliquen qué objetos podemos llevar para trabajar. 😊 #Sostenibilidad",26
157,"¡Qué bacano! @JuanPerez, ven al taller conmigo este sábado. 🙌 #Reciclaje",26
158,"Súper iniciativa, voy a aprender a reciclar con creatividad. 🌍 #Sostenibilidad",26
159,"El taller suena genial, pero deberían mejorar la comunicación sobre el lugar y horarios. 😔 #Reciclaje",26
160,¡Qué bacano! Llevaré mis envases este sábado. ♻️ #ReciclaAndo,27
161,¿Dónde es el punto de recolección en Popayán? #CaucaVerde,27
162,"Buena idea, pero deberían aclarar qué tipos de envases se pueden llevar. 😕 #Sostenibilidad",27
163,"Me encanta aprender a reciclar correctamente, pero ojalá indiquen el horario exacto para organizarnos mejor. 😊 #Reciclaje",27
164,"¡Qué nota! @SofiaLopez, vente conmigo a reciclar este sábado. 🙌 #ReciclaAndo",27
165,"Súper proyecto para cuidar el planeta, voy a participar. 🌍 #CaucaVerde",27
166,"El evento es genial, pero sería mejor con más puntos de recolección en otros barrios. 😔 #Sostenibilidad",27
167,¡Qué chimba! Llevaré mis plásticos este viernes. ♻️ #ReciclaAndo,28
168,¿En qué lugar de Popayán es la recolección? #MedioAmbiente,28
169,"Buen proyecto, pero deberían detallar qué plásticos son válidos. 😕 #Sostenibilidad",28
170,"Me encanta la idea de reciclar, pero ojalá publiquen horarios más claros para planear mejor. 😊 #ReciclaAndo",28
171,"¡Qué bacano! @CarlosPerez, ven a reciclar conmigo este viernes. 🙌 #MedioAmbiente",28
172,"Súper iniciativa para Popayán, voy a participar. 🌍 #Sostenibilidad",28
173,"El evento suena increíble, pero sería ideal tener más puntos en otros barrios. 😔 #ReciclaAndo",28
174,¡Qué bacano! Me apunto al taller creativo este domingo. ♻️ #ReciclaAndo,29
175,¿Dónde será el taller en Popayán? ¿Qué hay que llevar? #CaucaVerde,29
176,"Buena idea, pero deberían aclarar qué materiales necesitamos. 😕 #Reciclaje",29
177,"Me encanta la idea de reciclaje creativo, pero ojalá expliquen cómo usar residuos comunes en casa. 😊 #Sostenibilidad",29
178,"¡Qué nota! @MariaRios, ven al taller conmigo este domingo. 🙌 #ReciclaAndo",29
179,"Súper proyecto, voy a aprender a darle nueva vida a mis residuos. 🌍 #CaucaVerde",29
180,"El taller suena genial, pero deberían mejorar la info sobre horarios y lugar. 😔 #Sostenibilidad",29
181,¡Qué chimba! Llevaré mis envases este sábado. ♻️ #ReciclaAndo,30
182,¿Dónde es el evento de reciclaje en Popayán? #MedioAmbiente,30
183,"Buen plan, pero falta info sobre qué envases aceptan. 😕 #Sostenibilidad",30
184,"Me encanta aprender a reciclar, pero ojalá detallen mejor el horario y lugar para organizarnos. 😊 #Cauca",30
185,"¡Qué bacano! @JuanLopez, vente a reciclar conmigo este sábado. 🙌 #ReciclaAndo",30
186,"Súper iniciativa para cuidar el planeta, voy a participar. 🌍 #Sostenibilidad",30
187,"El proyecto es increíble, pero deberían poner más puntos de recolección en la ciudad. 😔 #MedioAmbiente",30
188,¡Qué bacano! Me apunto al evento de reciclaje este sábado. ♻️ #ReciclaAndo,31
189,¿Dónde será el punto de recolección en Popayán? #CaucaVerde,31
190,"Gran trabajo, pero deberían aclarar qué materiales se pueden llevar. 😕 #Sostenibilidad",31
191,"Me encanta el impacto que tienen, pero ojalá den más detalles sobre horarios y tipos de residuos aceptados. 😊 #Reciclaje",31
192,"¡Qué nota! @SofiaLopez, ven a reciclar conmigo este sábado. 🙌 #ReciclaAndo",31
193,"Increíble lo que lograron, voy a unirme para seguir reciclando. 🌍 #CaucaVerde",31
194,"El proyecto es súper valioso, pero sería mejor con más puntos de recolección en otros barrios. 😔 #Sostenibilidad",31
195,¡Qué chimba! Llevaré mis reciclables este domingo. ♻️ #ReciclaAndo,32
196,¿Dónde es el punto de recolección en Popayán? #MedioAmbiente,32
197,"Buen proyecto, pero falta info sobre qué materiales aceptan. 😕 #Sostenibilidad",32
198,"Me encanta el impacto de Recicla Ando, pero ojalá detallen horarios y tipos de residuos para organizarnos mejor. 😊 #Popayán",32
199,"¡Qué bacano! @MariaRios, ven a reciclar conmigo este domingo. 🙌 #ReciclaAndo",32
200,"Súper inspirador, voy a participar para ayudar al planeta. 🌍 #Sostenibilidad",32
201,"El evento es genial, pero deberían mejorar la comunicación sobre el lugar exacto. 😔 #MedioAmbiente",32
202,¡Qué bacano! Me apunto al evento del viernes. ♻️ #ReciclaAndo,33
203,¿Dónde será el taller en Popayán? ¿Qué envases llevar? #CaucaVerde,33
204,"Buena idea, pero deberían aclarar los materiales necesarios. 😕 #Reciclaje",33
205,"Me encanta el reciclaje creativo, pero ojalá expliquen más ideas para usar residuos en casa. 😊 #Sostenibilidad",33
206,"¡Qué nota! @JuanLopez, ven al taller conmigo este viernes. 🙌 #ReciclaAndo",33
207,"Súper proyecto, voy a aprender a reutilizar mis botellas. 🌍 #CaucaVerde",33
208,"El taller suena increíble, pero falta info sobre horarios y lugar exacto. 😔 #Sostenibilidad",33
209,¡Qué chimba! Estaré en el taller este sábado. ♻️ #ReciclaAndo,34
210,¿Dónde es el taller de separación en Popayán? #MedioAmbiente,34
211,"Gran iniciativa, pero deberían detallar qué residuos aceptan. 😕 #Sostenibilidad",34
212,"Me encanta el impacto de Recicla Ando, pero ojalá indiquen horarios claros para planear mejor. 😊 #Cauca",34
213,"¡Qué bacano! @SofiaRios, ven al taller conmigo este sábado. 🙌 #ReciclaAndo",34
214,"Súper proyecto, voy a aprender a separar correctamente los residuos. 🌍 #Sostenibilidad",34
215,"El evento es increíble, pero sería mejor con más puntos de recolección en Popayán. 😔 #MedioAmbiente",34
216,¡Qué bacano! Llevaré mis reciclables este domingo. ♻️ #ReciclaAndo,35
217,¿Dónde queda el punto de recolección en Popayán? #CaucaVerde,35
218,"Buen proyecto, pero falta info sobre qué materiales llevar. 😕 #Sostenibilidad",35
219,"Me encanta el impacto de reciclar, pero ojalá detallen horarios y tipos de residuos aceptados. 😊 #Reciclaje",35
220,"¡Qué nota! @CarlosPerez, ven a reciclar conmigo este domingo. 🙌 #ReciclaAndo",35
221,"Súper iniciativa para cuidar Popayán, voy a participar. 🌍 #CaucaVerde",35
222,"El evento suena genial, pero deberían mejorar la comunicación sobre el lugar. 😔 #Sostenibilidad",35
223,¡Qué chimba! Me inscribo al taller del 10 de diciembre. ♻️ #ReciclaAndo,36
224,¿Dónde será el taller en Popayán? ¿Hay que registrarse antes? #CaucaVerde,36
225,"Increíble evento, pero el link de Instagram no está claro. 😕 #Sostenibilidad",36
226,"Me encanta el impacto de estos talleres, pero ojalá enseñen más técnicas de reciclaje para principiantes. 😊 #Reciclaje",36
227,"¡Qué bacano! @MariaLopez, ven conmigo al taller este sábado. 🙌 #ReciclaAndo",36
228,"Súper inspirador lo que lograron, voy a unirme para reciclar más. 🌍 #CaucaVerde",36
229,"El proyecto es genial, pero deberían mejorar la organización para evitar filas largas en los eventos. 😔 #Sostenibilidad",36
230,¡Qué bacano! Llevaré mis envases el 15 de marzo. ♻️ #ReciclaAndo,37
231,¿Dónde es el punto de recolección en Popayán? ¿Horarios? #MedioAmbiente,37
232,"Buen proyecto, pero falta claridad sobre qué materiales se aceptan. 😕 #Sostenibilidad",37
233,"Me encanta el impacto de Recicla Ando en Popayán, pero sería genial que incluyeran más talleres prácticos para principiantes sobre cómo separar residuos en casa. 😊 #Reciclaje",37
234,"¡Qué nota! @SofiaRios, vente conmigo al evento de reciclaje este sábado. 🙌 #ReciclaAndo",37
235,"Increíble trabajo, voy a unirme para seguir aprendiendo a reciclar y apoyar la sostenibilidad en Popayán. 🌍 #MedioAmbiente",37
236,"El evento es súper valioso, pero deberían mejorar la comunicación en TikTok y detallar mejor los horarios y lugares para que más personas participen sin confusiones. 😔 #Sostenibilidad",37
237,¡Qué chimba! Me apunto al taller del 20 de abril. ♻️ #ReciclaAndo,38
238,¿Dónde será el taller en Popayán? ¿Qué llevar? #CaucaVerde,38
239,"Buen evento, pero falta info clara sobre los materiales aceptados. 😕 #Sostenibilidad",38
240,"Me encanta el enfoque en reciclaje creativo, pero sería genial que explicaran más sobre cómo usar residuos en proyectos caseros para principiantes. 😊 #Reciclaje",38
241,"¡Qué bacano! @JuanLopez, ven conmigo al taller este sábado. 🙌 #ReciclaAndo",38
242,"Súper inspirador lo que hacen, voy a unirme para aprender más sobre economía circular y reciclaje. 🌍 #CaucaVerde",38
243,"El proyecto es increíble, pero deberían mejorar la comunicación en Instagram para detallar horarios, lugares y requisitos, así más personas se animan a participar sin confusiones. 😔 #Sostenibilidad",38
244,¡Qué bacano! Quiero probar esas recetas este sábado. 🍲 #SaboresAncestrales,39
245,¿Dónde será el evento en Popayán? #CocinaTradicional,39
246,"Buena idea, pero deberían compartir más detalles del lugar. 😕 #SaboresAncestrales",39
247,"Me encanta la cocina tradicional, pero ojalá indiquen si hay que inscribirse antes. 😊 #CocinaTradicional",39
248,¡Qué chimba! Me apunto al taller este viernes. 🍲 #SaboresAncestrales,40
249,¿Dónde es el taller en Popayán? #Cauca,40
250,"Buen plan, pero falta info sobre el lugar y horarios. 😕 #SaboresAncestrales",40
251,¡Qué bacano! Estaré en el evento este domingo. 🍲 #CocinaTradicional,41
252,¿En qué lugar de Popayán es el evento? #Popayán,41
253,"Buena idea, pero deberían aclarar el horario exacto. 😕 #CocinaTradicional",41
254,¡Qué nota! Me apunto al taller este sábado. 🍲 #SaboresAncestrales,42
255,¿Dónde será el taller en Popayán? #Tradición,42
256,"Buen proyecto, pero falta info sobre el lugar y horarios. 😕 #SaboresAncestrales",42
257,"Me encanta rescatar recetas tradicionales, pero ojalá indiquen si hay que llevar ingredientes. 😊 #Tradición",42
258,¡Qué chimba! Voy al evento este viernes. 🍲 #SaboresAncestrales,43
259,¿Dónde es el taller en Popayán? #CaucaVerde,43
260,"Buen plan, pero deberían detallar el horario y lugar. 😕 #SaboresAncestrales",43
261,"Me encanta la cocina tradicional, pero ojalá expliquen si necesitamos llevar algo. 😊 #CaucaVerde",43
262,¡Qué bacano! Estaré en el taller este domingo. 🍲 #SaboresAncestrales,44
263,¿Dónde será el evento en Popayán? #Popayán,44
264,"Buena idea, pero falta info sobre horarios. 😕 #SaboresAncestrales",44
265,¡Qué nota! Me apunto al taller este sábado. 🍲 #SaboresAncestrales,45
266,¿En qué lugar de Popayán es el taller? #CocinaTradicional,45
267,"Buen evento, pero deberían aclarar el horario exacto. 😕 #SaboresAncestrales",45
268,"Me encanta la cocina caucana, pero ojalá indiquen si hay que inscribirse antes. 😊 #CocinaTradicional",45
269,¡Qué chimba! Voy al taller este sábado. 🍲 #SaboresAncestrales,46
270,¿Dónde es el taller en Popayán? #CocinaTradicional,46
271,"Buen plan, pero falta info sobre el lugar y horarios. 😕 #Cauca",46
272,"Me encanta rescatar recetas tradicionales, pero ojalá detallen si hay que llevar ingredientes o inscribirse. 😊 #Popayán",46
273,"¡Qué bacano! @MariaLopez, ven conmigo al taller de cocina. 🙌 #SaboresAncestrales",46
274,¡Qué bacano! Me apunto al evento este viernes. 🍲 #SaboresAncestrales,47
275,¿Dónde será el evento en Popayán? #CaucaVerde,47
276,"Buena idea, pero deberían aclarar el horario y lugar. 😕 #Tradición",47
277,"Me encanta la cocina caucana, pero ojalá indiquen si hay que inscribirse antes. 😊 #SaboresAncestrales",47
278,"¡Qué nota! @JuanPerez, ven al taller de cocina conmigo. 🙌 #CaucaVerde",47
279,¡Qué chimba! Estaré en el taller este domingo. 🍲 #SaboresAncestrales,48
280,¿En qué lugar de Popayán es el taller? #CocinaTradicional,48
281,"Buen proyecto, pero falta info sobre horarios y lugar. 😕 #Popayán",48
282,"Me encanta aprender recetas tradicionales, pero ojalá detallen si necesitamos llevar ingredientes. 😊 #SaboresAncestrales",48
283,"¡Qué bacano! @SofiaRios, ven al taller conmigo este domingo. 🙌 #CocinaTradicional",48
284,¡Qué nota! Me apunto al taller este sábado. 🍲 #SaboresAncestrales,49
285,¿Dónde es el taller en Popayán? #Cauca,49
286,"Buen plan, pero deberían aclarar el horario exacto. 😕 #CocinaTradicional",49
287,"Me encanta la idea de recetas con historia, pero ojalá indiquen si hay que inscribirse antes. 😊 #SaboresAncestrales",49
288,"¡Qué bacano! @CarlosPerez, ven al taller de cocina conmigo. 🙌 #Cauca",49
289,¡Qué chimba! Me apunto al taller este sábado. 🍲 #SaboresAncestrales,50
290,¿Dónde será el evento en Popayán? #CocinaTradicional,50
291,"Buena idea, pero el link de Instagram no está claro. 😕 #Cauca",50
292,"Me encanta aprender recetas tradicionales como tamales, pero ojalá detallen si necesitamos llevar ingredientes. 😊 #Popayán",50
293,"¡Qué bacano! @MariaLopez, ven al taller conmigo este sábado. 🙌 #SaboresAncestrales",50
294,"Súper proyecto, voy a unirme para cocinar con tradición. 🌽 #CocinaTradicional",50
295,¡Qué bacano! Estaré en el evento este domingo. 🍲 #SaboresAncestrales,51
296,¿En qué lugar de Popayán es el taller? #CaucaVerde,51
297,"Buen proyecto, pero falta info sobre horarios y registro. 😕 #CocinaTradicional",51
298,"Me encanta aprender recetas caucanas, pero ojalá indiquen si hay que llevar algo. 😊 #SaboresAncestrales",51
299,"¡Qué nota! @JuanPerez, ven al taller conmigo este domingo. 🙌 #CaucaVerde",51
300,"Súper iniciativa, voy a cocinar sancocho con ustedes. 🌽 #CocinaTradicional",51
301,¡Qué chimba! Me apunto al taller del viernes pa’ cocinar mote. 🍲 #SaboresAncestrales,52
302,¿En qué parte de Popayán es? ¿A qué hora? #CocinaTradicional,52
